date,Qty
8/16/2021,98
8/17/2021,98
8/18/2021,98
8/19/2021,98
8/20/2021,98
8/21/2021,98
8/22/2021,98
8/23/2021,98
8/24/2021,98
8/25/2021,98
8/26/2021,98
8/27/2021,98
8/28/2021,98
8/29/2021,98
8/30/2021,98
8/31/2021,98
9/1/2021,98
9/2/2021,98
9/3/2021,98
9/4/2021,98
9/5/2021,98
9/6/2021,98
9/7/2021,98
9/8/2021,98
9/9/2021,98
9/10/2021,98
9/11/2021,98
9/12/2021,98
9/13/2021,98
9/14/2021,98
9/15/2021,98
9/16/2021,98
9/17/2021,90
9/18/2021,90
9/19/2021,90
9/20/2021,90
9/21/2021,90
9/22/2021,90
9/23/2021,90
9/24/2021,90
9/25/2021,90
9/26/2021,87
9/27/2021,87
9/28/2021,87
9/29/2021,87
9/30/2021,87
10/1/2021,77
10/2/2021,77
10/3/2021,77
10/4/2021,77
10/5/2021,77
10/6/2021,77
10/7/2021,77
10/8/2021,77
10/9/2021,77
10/10/2021,68
10/11/2021,68
10/12/2021,68
10/13/2021,68
10/14/2021,68
10/15/2021,68
10/16/2021,68
10/17/2021,57
10/18/2021,57
10/19/2021,57
10/20/2021,57
10/21/2021,57
10/22/2021,57
10/23/2021,57
10/24/2021,50
10/25/2021,50
10/26/2021,50
10/27/2021,50
10/28/2021,50
10/29/2021,50
10/30/2021,50
10/31/2021,50
11/1/2021,49
11/2/2021,49
11/3/2021,49
11/4/2021,49
11/5/2021,40
11/6/2021,40
11/7/2021,16
11/8/2021,16
11/9/2021,16
11/10/2021,16
11/11/2021,17
11/12/2021,17
11/13/2021,18
11/14/2021,18
11/15/2021,18
11/16/2021,18
11/17/2021,18
11/18/2021,18
11/19/2021,14
11/20/2021,14
11/21/2021,8
11/22/2021,8
11/23/2021,8
11/24/2021,8
11/25/2021,8
11/26/2021,8
11/27/2021,8
11/28/2021,8
11/29/2021,8
11/30/2021,8
12/1/2021,4
12/2/2021,4
12/3/2021,4
12/4/2021,4
12/5/2021,3
12/6/2021,3
12/7/2021,3
12/8/2021,3
12/9/2021,3
12/10/2021,3
12/11/2021,3
12/12/2021,2
12/13/2021,2
12/14/2021,2
12/15/2021,2
12/16/2021,2
12/17/2021,2
12/18/2021,2
12/19/2021,2
12/20/2021,2
12/21/2021,1
12/22/2021,1
12/23/2021,1
12/24/2021,1
12/25/2021,1
12/26/2021,0
12/27/2021,0
12/28/2021,0
12/29/2021,0
12/30/2021,0
12/31/2021,0
